id,code,name,address,state,zone
6354,SGP,Sohagpur,"Sohagpur, Madhya Pradesh","Madhya Pradesh",WCR
6355,SGPA,Sugapahari,"Madhupur, Jharkhand",Jharkhand,ER
6356,SGR,Sangameshwar,"NH 17, Maharashtra",Maharashtra,KR
6357,SGRA,Sangaria,"Sangariya, Rajasthan",Rajasthan,NWR
6358,SGRD,Sulgare,"National Highway 200, Chhattisgarh",Chhattisgarh,SECR
6359,SGRE,Sulgare,"Jath Rd, Maharashtra",Maharashtra,CR
6360,SGRL,Singrauli,"Singrauli, Madhya Pradesh","Madhya Pradesh",ECR
6361,SGRM,Singaram,"State Highway 44, Orissa",Orissa,?
6362,SGRP,Singhirampur,"SH 29A, Uttar Pradesh","Uttar Pradesh",NER
6363,SGRR,Sangar,"Jammu Cantt, Jammu and Kashmir","Jammu and Kashmir",NR
6364,SGS,Shoghi,"Shoghi, Himachal Pradesh","Himachal Pradesh",NR
6365,SGUJ,"Siliguri Junction","Siligur, West Bengal","West Bengal",NFR
6366,SGUT,"Siliguru Town","Siligur, West Bengal","West Bengal",NFR
6367,SGV,Sargachhi,"Sargachhi, West Bengal","West Bengal",ER
6368,SGW,Singwal,"National Highway 79, Rajasthan",Rajasthan,NWR
6369,SGZ,Shamgarh,"Mandsaur, Madhya Pradesh","Madhya Pradesh",WCR
6370,SHAD,Shahad,"Ulhasnagar, Maharashtra",Maharashtra,CR
6371,SHAN,"Srinivasa Nagar","Ramanthapur, Andhra Pradesh","Andhra Pradesh",SCR
6372,SHBA,Sahebtala,"Sahebtala, West Bengal","West Bengal",ER
6373,SHBC,Sibaichandi,"Bainchi-Dhaniakali Road, West Bengal","West Bengal",ER
6374,SHBL,Shiblun,"State Highway 6, West Bengal","West Bengal",ER
6375,SHC,"Saharsa Junction","Saharsa, Bihar",Bihar,ECR
6376,SHDM,"Shahbad Markanda","Shahabad Markanda, Haryana",Haryana,NR
6377,SHDR,Shadhoragaon,"Guna, Madhya Pradesh","Madhya Pradesh",WCR
6378,SHE,Sheoraphuli,"Baidyabati, West Bengal","West Bengal",ER
6379,SHF,Shirud,"Shirud, Maharashtra",Maharashtra,CR
6380,SHG,"Shahganj Junction","Shahganj, Uttar Pradesh","Uttar Pradesh",NR
6381,SHGN,"Shri Ghasinagar","Bandikui, Rajasthan",Rajasthan,NCR
6382,SHH,"Shapur Junction","Vanthali-Shapur(Sorath) Rd, Gujarat",Gujarat,WR
6383,SHI,Singanallur,"Coimbatore, Tamil Nadu","Tamil Nadu",SR
6384,SHIV,Shindawane,"Walti Goan, Maharashtra",Maharashtra,CR
6385,SHJP,"Sahajipur Halt","Sahajipur, Uttar Pradesh","Uttar Pradesh",NR
6386,SHK,Sheikpura,"Sheikhpura, Bihar",Bihar,ECR
6387,SHKY,"Saharsa Kutchery Halt","Bihra Panchayat, Bihar",Bihar,ECR
6388,SHLK,Sholaka,"Faridabad, Haryana",Haryana,NCR
6389,SHLU,Shelu,"M.I.D.C. Rd, Maharashtra",Maharashtra,CR
6390,SHM,"Kolkata Shalimar","Howrah/Kolkata, West Bengal","West Bengal",SER
6391,SHMI,Shiroor,"Uttara Kannada, Karnataka",Karnataka,KR
6392,SHN,"Suchan Kotli","Suchan, Haryana",Haryana,NWR
6393,SHNG,Shivnagar,"National Highway 56, Uttar Pradesh","Uttar Pradesh",NR
6394,SHNR,Shadnagar,"Shadnagar, Andhra Pradesh","Andhra Pradesh",SCR
6395,SHNX,"Sheo Singh Pura","Jaipur, Rajasthan",Rajasthan,NWR
6396,SHR,"Sihora Road","Jabalpur, Madhya Pradesh","Madhya Pradesh",WCR
6397,SHRD,"Saij Sertha Road","Jhulasan, Gujarat",Gujarat,WR
6398,SHRG,"Sri Ramgarh Halt","Ramgarh Railway Station, Rajasthan",Rajasthan,NWR
6399,SHRM,Sharma,"SH 25, Uttar Pradesh","Uttar Pradesh",NR
6400,SHSK,Sahasrakund,"Nanded, Maharashtra",Maharashtra,SCR
6401,SHTS,"Sambhal Hatim Sarai","Chandausi, Uttar Pradesh","Uttar Pradesh",NR
6402,SHTT,"Silghat Town","Silghat, Assam",Assam,NFR
6403,SHU,Sholinghur,"Vellore, Tamil Nadu","Tamil Nadu",SR
6404,SHV,Shivani,"Shivani Rd, Karnataka",Karnataka,SWR
6405,SHW,Samhon,"Samahon, Karnataka",Karnataka,NCR
6406,SHX,Shukarullahpur,"Fatehgarh, Uttar Pradesh","Uttar Pradesh",NER
6407,SHZ,"Summer Hill","Shimla, Himachal Pradesh","Himachal Pradesh",NR
6408,SI,Sonalli,"Sonalli, Bihar",Bihar,NFR
6409,SIC,Sonik,"National Highway 25, Uttar Pradesh","Uttar Pradesh",NR
6410,SID,Siddhpur,"State Highway 41, Gujarat",Gujarat,WR
6411,SIE,Siddampalli,"Rayalaseema Region, Andhra Pradesh","Andhra Pradesh",SCR
6412,SIF,Sirli,"Parbhani, Maharashtra",Maharashtra,SCR
6413,SIHO,Siho,"National Highway 28, Bihar",Bihar,ECR
6414,SII,Sitimani,"Dam Inspection Rd, Karnataka",Karnataka,SWR
6415,SIKD,"Sikroda Kwanri","NH 3, Madhya Pradesh","Madhya Pradesh",NCR
6416,SIKR,"Sikar Junction","Sikar, Rajasthan",Rajasthan,NWR
6417,SIL,"Sakhi Gopal","Puri, Orissa",Orissa,ECoR
6418,SILO,Silao,"Nalanda, Bihar",Bihar,ECR
6419,SIM,"Shri Amirgadh","Amirgadh, Rajasthan",Rajasthan,NWR
6420,SIN,"Mumbai Sion","Mumbai, Maharashtra",Maharashtra,CR
6421,SINI,"Sini Junction","National Highway 33, Jharkhand",Jharkhand,SER
6422,SINR,Sinor,"Sinor, Gujarat",Gujarat,WR
6423,SIOB,"Samakhiali B G","Samakhiali, Gujarat",Gujarat,WR
6424,SIP,Suraimanpur,"Ballia, Uttar Pradesh","Uttar Pradesh",NER
6425,SIPA,Singhookharia,"National Highway 75, Jharkhand",Jharkhand,SER
6426,SIPR,Sihapar,"Sihapar, Uttar Pradesh","Uttar Pradesh",NER
6427,SIQ,Sarkoni,"National Highway 56, Uttar Pradesh","Uttar Pradesh",NR
6428,SIR,"Sirhind Junction","Sirhind, Punjab",Punjab,NR
6429,SIRA,"Sirhi Itara","Sirhiltara, Uttar Pradesh","Uttar Pradesh",NCR
6430,SIRD,Sird,"Jodhpur, Rajasthan",Rajasthan,?
6431,SIU,Singur,"Singur, West Bengal","West Bengal",ER
6432,SIW,Shirravde,"Satara, Maharashtra",Maharashtra,CR
6433,SIY,Sirry,"National Highway 43, Chhattisgarh",Chhattisgarh,SECR
6434,SIZ,Shrikhanda,"Shrikhanda, West Bengal","West Bengal",ER
6435,SJA,Sijua,"Sijua, Jharkhand",Jharkhand,ECR
6436,SJDA,"Sanjuje Da Arey","CURTORIM, Goa",Goa,SWR
6437,SJDR,"Sri Jhadeshwar Road","National Highway 5, Orissa",Orissa,ECoR
6438,SJER,Sanjarpur,"Sanjarpur, Uttar Pradesh","Uttar Pradesh",NER
6439,SJF,"Sajanvar Road","MDR, Gujarat",Gujarat,WR
6440,SJGH,"Sarai Jagdish","National Highway 2, Uttar Pradesh","Uttar Pradesh",NER
6441,SJGM,"Sanjay Gram","Sanjay Gram, West Bengal","West Bengal",NFR
6442,SJJ,Sanjha,"Sanjha, Bihar",Bihar,ER
6443,SJKL,"Surja Kamal","National Highway 31, West Bengal","West Bengal",NFR
6444,SJL,"Sangam Jagarlamudi","High School Rd, Andhra Pradesh","Andhra Pradesh",SCR
6445,SJM,Sajuma,"High School Rd, Andhra Pradesh","Andhra Pradesh",NR
6446,SJN,Sanjan,"Sanjan, Gujarat",Gujarat,WR
6447,SJNP,Sujanpur,"Sujanpur, Punjab",Punjab,NR
6448,SJP,Shujalpur,"Shujalpur, Madhya Pradesh","Madhya Pradesh",WR
6449,SJPA,Sujalpur,"Digha Contai Rd, West Bengal","West Bengal",?
6450,SJPM,"Sujata Puram Halt","Nanjangudu, Karnataka",Karnataka,SWR
6451,SJPR,Surjyapur,"Surjyapur F, West Bengal","West Bengal",ER
6452,SJQ,"Surajpur Road","Surajpur, Chhattisgarh",Chhattisgarh,SECR
6453,SJRR,Sajherpar,"Pundibari, West Bengal","West Bengal",NFR
6454,SJS,"Shamlaji Road","State Highway 5, Gujarat",Gujarat,NWR
6455,SJSM,Salemgarhmasani,"Salemgarhmasani, Rajasthan",Rajasthan,NWR
6456,SJT,Shujaatpur,"National Highway 2, Uttar Pradesh","Uttar Pradesh",NCR
6457,SJTR,Sojitra,"Anand, Gujarat",Gujarat,WR
6458,SJV,"Sanjhauli Halt","State Highway 12, Bihar",Bihar,ECR
6459,SJVP,"Sanjeevaiah Park","Hyderabad, Andhra Pradesh","Andhra Pradesh",SCR
6460,SK,Sakhun,"Ajmer, Rajasthan",Rajasthan,NWR
6461,SKA,"Sikandra Rao","Sikandra Rao, Uttar Pradesh","Uttar Pradesh",NER
6462,SKAP,"SK Para","National Highway 44, Tripura",Tripura,NFR
6463,SKB,"Shikohabad Junction","District Firozabad, Uttar Pradesh","Uttar Pradesh",NCR
6464,SKBR,"Shankarpur Bhadaura","Madhya Pradesh, Madhya Pradesh","Madhya Pradesh",WCR
6465,SKEN,Sukhshena,,,?
6466,SKF,"Sakhoti Tanda","Meerut, Uttar Pradesh","Uttar Pradesh",NR
6467,SKG,Saktigarh,"Saktigarh, West Bengal","West Bengal",ER
6468,SKGH,Saktesgarh,"Saktesgarh Railway Station, Uttar Pradesh","Uttar Pradesh",NCR
6469,SKHK,"Sukhasan Kothi","Purnia, Bihar",Bihar,ECR
6470,SKI,"Sakri Junction","Madhubani, Bihar",Bihar,ECR
6471,SKJ,"Sahibpur Kamal Junction","National Highway 31, Bihar",Bihar,ECR
6472,SKK,Sikkal,"Sikkal, Tamil Nadu","Tamil Nadu",SR
6473,SKL,"Singaperumal Koil","Singapperumalkovil, Tamil Nadu","Tamil Nadu",SR
6474,SKLP,Shankarpur,,,NER
6475,SKLR,Sakleshpur,"Sakleshpur, Karnataka",Karnataka,SWR
6476,SKM,Singarayakonda,"Singarayakonda, Andhra Pradesh","Andhra Pradesh",SCR
6477,SKN,"Sri Krishna Nagar","Badlapur, Uttar Pradesh","Uttar Pradesh",NR
6478,SKND,"Sukinda Road","Duburi, Orissa",Orissa,ECoR
6479,SKNR,"Shakar Nagar","Bodhan, Andhra Pradesh","Andhra Pradesh",SCR
6480,SKP,Shankarpalli,"Rangareddy, Andhra Pradesh","Andhra Pradesh",SCR
6481,SKPI,Sikarpai,"State Highway 45, Orissa",Orissa,?
6482,SKPT,Somanayakkanpti,"National Highway 46, Tamil Nadu","Tamil Nadu",SWR
6483,SKQ,Sikandarpur,"MDR 70W, Uttar Pradesh","Uttar Pradesh",NCR
6484,SKR,Sakhpur,"to railway station, Gujarat",Gujarat,WR
6485,SKS,Salekasa,"Gondia, Maharashtra",Maharashtra,SECR
6486,SKSO,Sikosa,"Sikosa, Chhattisgarh",Chhattisgarh,SECR
6487,SKT,Sakti,"Janjgir-Champa, Chhattisgarh",Chhattisgarh,SECR
6488,SKTN,"Shakti Nagar","Dist. Sonebhadra, Uttar Pradesh","Uttar Pradesh",ECR
6489,SKU,Sikroda,"Morena(0753-2226392), Madhya Pradesh","Madhya Pradesh",NCR
6490,SKVL,Sankval,"Sancoale, Goa",Goa,SWR
6491,SKW,Sheikhupur,"State Highway 33, Uttar Pradesh","Uttar Pradesh",NER
6492,SKX,Sarkara,"National Highway 74, Uttarakhand",Uttarakhand,NER
6493,SKY,Shikara,"Shikara - Dhooma Rd, Madhya Pradesh","Madhya Pradesh",SECR
6494,SKZR,"Sirpur Kagaznagar","Kaghaznagar, Andhra Pradesh","Andhra Pradesh",SCR
6495,SL,Surathkal,"Surathkal, Karnataka",Karnataka,KR
6496,SLB,Salboni,"Salbani, West Bengal","West Bengal",SER
6497,SLD,Sakaldiha,"State Highway 69, Uttar Pradesh","Uttar Pradesh",ECR
6498,SLF,Silli,"Ranchi, Jharkhand",Jharkhand,SER
6499,SLG,Simlagarh,"Simlagarh, West Bengal","West Bengal",ER
6500,SLGE,Sulerjavalge,"NH 13, Karnataka",Karnataka,SWR
6501,SLGH,"Shelgaon Halt","Mudkhed, Maharashtra",Maharashtra,SCR
6502,SLGR,"Simaluguri Junction","way to SLGR, Assam",Assam,NFR
6503,SLH,Siliari,"Banjari Rd, Chhattisgarh",Chhattisgarh,SECR
6504,SLHA,Salhana,"State Highway 10, Madhya Pradesh","Madhya Pradesh",WCR
6505,SLHP,"Sulah Himachal Pradesh","Sulah, Himachal Pradesh","Himachal Pradesh",NR
6506,SLI,Sangli,"Sangli, Maharashtra",Maharashtra,CR
6507,SLJ,"Sakrigali Junction","Sakrigali, Jharkhand",Jharkhand,ER
6508,SLJR,"Salga Jhari","Jamshedpur, Jharkhand",Jharkhand,SER
6509,SLKN,"Sandal Kalan","Sonepat, Delhi NCT","Delhi NCT",NR
6510,SLKR,Salkaroad,"Ghutku, Chhattisgarh",Chhattisgarh,SECR
6511,SLKX,Salakati,"National Highway 31C, Assam",Assam,NFR
6512,SLM,Somalapuram,"Anantapur Rd, Andhra Pradesh","Andhra Pradesh",SWR
6513,SLME,"Salem East","Salem, Tamil Nadu","Tamil Nadu",SR
6514,SLN,Sultanpur,"Sultanpur, Uttar Pradesh","Uttar Pradesh",NR
6515,SLNA,Salauna,"Begusarai, Bihar",Bihar,ECR
6516,SLO,"Samalkot Junction","East Godavari District, Andhra Pradesh","Andhra Pradesh",SCR
6517,SLON,Salona,"Salona, Assam",Assam,NFR
6518,SLOR,"Seloo Road","MSH3, Maharashtra",Maharashtra,CR
6519,SLP,Salpa,"SH 61, Maharashtra",Maharashtra,CR
6520,SLPM,Shivalingapuram,"Coastal Andhra Region, Andhra Pradesh","Andhra Pradesh",ECoR
6521,SLR,Salogra,"NH 22, Himachal Pradesh","Himachal Pradesh",NR
6522,SLRD,"Surla Road","Ganjam, Orissa",Orissa,ECoR
6523,SLRP,Salarpur,"Faizabad Rd, Uttar Pradesh","Uttar Pradesh",NR
6524,SLS,Salanpur,"Salanpur Station, West Bengal","West Bengal",ER
6525,SLT,Silaut,"Muzaffarpur, Bihar",Bihar,ECR
6526,SLTH,Sillakkudi,"Perambalur - Manamadurai Rd, Tamil Nadu","Tamil Nadu",SR
6527,SLU,Sasalu,"State Highway 47, Karnataka",Karnataka,SWR
6528,SLW,Sohwal,"Faizabad Rd, Uttar Pradesh","Uttar Pradesh",NR
6529,SLWR,Silawar,"State Highway 57, Uttar Pradesh","Uttar Pradesh",NR
6530,SLX,Selenghat,"National Highway 61, Assam",Assam,NFR
6531,SLY,Samalpatti,"Samalpatti, Tamil Nadu","Tamil Nadu",SR
6532,SLZ,Solari,"Solari, Orissa",Orissa,ECoR
6533,SM,Samsi,"National Highway 81, West Bengal","West Bengal",NFR
6534,SMAE,"Samudra Garh","Samudragarh, West Bengal","West Bengal",ER
6535,SMBH,"Salim Pur Bihar","National Highway 30, Bihar",Bihar,ECR
6536,SMBJ,"Shri Mahabirji","Karauli, Rajasthan",Rajasthan,WCR
6537,SMBL,Simbhooli,"Simbhauli, Uttar Pradesh","Uttar Pradesh",NR
6538,SMBX,Samba,"Ram Nagar, Jammu and Kashmir","Jammu and Kashmir",NR
6539,SMC,Samnapur,"State Highway 11, Madhya Pradesh","Madhya Pradesh",SECR
6540,SMCK,"Shyam Chak","Kharagpur, West Bengal","West Bengal",SER
6541,SMDM,Samudram,"Trichy-Dindigal Road, Tamil Nadu","Tamil Nadu",SR
6542,SMDP,"Shahabad Mohamadpur","Dwarka, Delhi NCT","Delhi NCT",NR
6543,SMDR,Simodara,"SH 166, Gujarat",Gujarat,WR
6544,SMDT,Semmandappatti,"Salem, Tamil Nadu","Tamil Nadu",SWR
6545,SME,Shimoga,"State Highway 57, Karnataka",Karnataka,SWR
6546,SMET,"Shimoga Town","Shimoga, Karnataka",Karnataka,SWR
6547,SMF,"Samar Gopalpur","NH 71, Haryana",Haryana,NR
6548,SMGR,Samaguri,"Samaguri, Assam",Assam,NFR
6549,SMH,Simraha,"Simraha, Bihar",Bihar,NFR
6550,SMI,Sitamarhi,"Mirchai Patti Rd, Bihar",Bihar,ECR
6551,SMK,Samalkha,"Samalkha, Haryana",Haryana,NR
6552,SMKR,"Sham Kauria","National Highway 28B, Bihar",Bihar,NER
6553,SMKT,Somankatti,"State Highway 30, Karnataka",Karnataka,SWR
6554,SML,Shimla,"Shimla, Himachal Pradesh","Himachal Pradesh",NR
6555,SMLA,"Samlaya Junction","Vadodara, Gujarat",Gujarat,WR
6556,SMLG,Shimiliaguda,"Way to Araku, Andhra Pradesh","Andhra Pradesh",ECoR
6557,SMLT,Samloti,"National Highway 20, Himachal Pradesh","Himachal Pradesh",NR
6558,SMM,Saliyamangalam,"NH 67, Tamil Nadu","Tamil Nadu",SR
6559,SMND,Sarmatanr,"Koderma, Jharkhand",Jharkhand,ECR
6560,SMNE,Somatne,"Kolkhe Village, Maharashtra",Maharashtra,CR
6561,SMNH,Somnath,"Somnath, Gujarat",Gujarat,WR
6562,SMNN,"Shri Makri Nath Nagar","Churu, Rajasthan",Rajasthan,NWR
6563,SMO,Semapur,"Katihar, Bihar",Bihar,ECR
6564,SMP,Shambhupura,"Shambhupura, Rajasthan",Rajasthan,WR
6565,SMPA,Shampura,"Bhilwara, Rajasthan",Rajasthan,WCR
6566,SMPR,"Shri Madhopur","Sri Madhopur, Rajasthan",Rajasthan,NWR
6567,SMQL,Shamli,"Shamli, Uttar Pradesh","Uttar Pradesh",NR
6568,SMR,"Samdhari Junction","Barmer, Rajasthan",Rajasthan,NWR
6569,SMRR,Sumreri,"Khurai, Madhya Pradesh","Madhya Pradesh",WCR
6570,SMSR,Samaswara,"SH 26, Madhya Pradesh","Madhya Pradesh",SECR
6571,SMT,Salamatpur,"Raisen, Madhya Pradesh","Madhya Pradesh",WCR
6572,SMTA,"Samuktala Road","National Highway 31C, West Bengal","West Bengal",NFR
6573,SMTG,"Saheed Matangini","Medinipur, West Bengal","West Bengal",SER
6574,SMTL,Simariatal,"National Highway 75, Madhya Pradesh","Madhya Pradesh",NCR
6575,SMTN,Somthan,"Somthan, Maharashtra",Maharashtra,CR
6576,SMU,Sambhu,"NH-1, Punjab",Punjab,NR
6577,SMV,Sumaoli,"State Highway 2, Madhya Pradesh","Madhya Pradesh",NCR
6578,SMWA,Someshwara,"State Highway 9, Karnataka",Karnataka,SWR
6579,SMX,Simurali,"Chakdaha, West Bengal","West Bengal",ER
6580,SMZ,"Sarai Mir","Towa Ahirana, Uttar Pradesh","Uttar Pradesh",NER
6581,SN,Sukna,"Hill Cart Rd, West Bengal","West Bengal",NFR
6582,SNA,Sadanapura,"Sadanapura, Gujarat",Gujarat,WR
6583,SNAD,Saniyad,"Palej, Gujarat",Gujarat,WR
6584,SNAP,"Sona Arjunpur","State Highway 57, Uttar Pradesh","Uttar Pradesh",NR
6585,SNAR,"Srinagar Rajasthan","Rd, Rajasthan",Rajasthan,WCR
6586,SNB,"Satnaur Badesron","Satnaur Badesron, Punjab",Punjab,NR
6587,SNBD,Sunderabad,"Ratlam, Madhya Pradesh","Madhya Pradesh",WR
6588,SNC,"Swami Narayan Chhapia","S Narayan Chpla, Uttar Pradesh","Uttar Pradesh",NER
6589,SND,Sondimra,"Gola Rd, West Bengal","West Bengal",SER
6590,SNDD,Sindhudurg,"Oros, Maharashtra",Maharashtra,KR
6591,SNDI,Sendurai,"Perambalur, Tamil Nadu","Tamil Nadu",SR
6592,SNDT,"Sindri Town","Sindri, Jharkhand",Jharkhand,?
6593,SNDY,Sandai,"Sandai, Uttar Pradesh","Uttar Pradesh",NER
6594,SNE,Shenoli,"Shenoli Station, Maharashtra",Maharashtra,CR
6595,SNF,"Sanat Nagar","Hyderabad, Andhra Pradesh","Andhra Pradesh",SCR
6596,SNGN,Sanganer,"Jaipur, Rajasthan",Rajasthan,NWR
6597,SNGP,Singhpur,"Burhar, Madhya Pradesh","Madhya Pradesh",SECR
6598,SNGR,Sanganapur,"State Highway 148, Maharashtra",Maharashtra,SCR
6599,SNH,Saunshi,"Saunshi, Karnataka",Karnataka,SWR
6600,SNHR,Sankhai,"Patan, Gujarat",Gujarat,WR
6601,SNI,Sindi,"Wardha, Maharashtra",Maharashtra,CR
6602,SNIE,"Sath Naraini","National Highway 2, Uttar Pradesh","Uttar Pradesh",NCR
6603,SNK,Sindkheda,"State Highway 11, Maharashtra",Maharashtra,WR
6604,SNKB,Sonkhamb,"SH 248, Maharashtra",Maharashtra,CR
6605,SNKE,"Sunehti Kharkhari","Sunehti Kharkhr, Uttar Pradesh","Uttar Pradesh",NR
6606,SNKG,"Sankaragummanur Halt","National Highway 63, Andhra Pradesh","Andhra Pradesh",SCR
6607,SNKL,Sankarankovil,"Sankarankovil, Tamil Nadu","Tamil Nadu",SR
6608,SNKR,Sanka,"Garh Dhrubeswar, West Bengal","West Bengal",SER
6609,SNKX,Sankra,,,SECR
6610,SNL,Sahnewal,"Ludhiana, Punjab",Punjab,NR
6611,SNLR,Santalpur,"Santalpur, Gujarat",Gujarat,WR
6612,SNM,Sitanagaram,"Vizianagaram, Andhra Pradesh","Andhra Pradesh",ECoR
6613,SNMY,"Sindri Marshalling Yard","Pathardih, Jharkhand",Jharkhand,ECR
6614,SNN,Sonegaon,"Wardha, Maharashtra",Maharashtra,CR
6615,SNO,"Tiruppur Somanur","State Highway 165, Tamil Nadu","Tamil Nadu",SR
6616,SNP,Sonipat,"Sonipat, Haryana",Haryana,NR
6617,SNPR,Singarpur,"Rupbas, Rajasthan",Rajasthan,NCR
6618,SNQ,Sankarpur,"Deoghar, Jharkhand",Jharkhand,ER
6619,SNR,Shyamnagar,"Shyamnagar, West Bengal","West Bengal",ER
6620,SNRD,"Mumbai Sandhurst Road","Mumbai, Maharashtra",Maharashtra,CR
6621,SNRR,Sansarpur,"National Highway 7, Madhya Pradesh","Madhya Pradesh",WCR
6622,SNS,Sasni,"National Highway 93, Uttar Pradesh","Uttar Pradesh",NCR
6623,SNSI,"Sainagar Shirdi","Near New Bus Stand Shirdi Sainagar, Maharashtra",Maharashtra,CR
6624,SNSL,Sonshelu,"MSH1, Maharashtra",Maharashtra,WR
6625,SNSN,Sonasan,"Salal, Gujarat",Gujarat,WR
6626,SNT,Sainthia,"Birbhum District, West Bengal","West Bengal",ER
6627,SNTD,Santaldih,"Purulia, West Bengal","West Bengal",SER
6628,SNTH,Sonthaliya,"National Highway 11, Rajasthan",Rajasthan,NWR
6629,SNU,Sangrampur,"State Highway 3, West Bengal","West Bengal",ER
6630,SNV,Sondad,"National Highway 6, Maharashtra",Maharashtra,SECR
6631,SNVR,Sanvatsar,"Nagpur-Aurngabad-Mumbai Hwy, Maharashtra",Maharashtra,CR
6632,SNX,"Saneh Road","Saneh Road, Uttar Pradesh","Uttar Pradesh",NR
6633,SNYN,Soniyana,"National Highway 79, Rajasthan",Rajasthan,NWR
6634,SNZ,Sherganj,"Sherganj, Uttar Pradesh","Uttar Pradesh",NER
6635,SOA,Sanosra,"State Highway 25, Gujarat",Gujarat,WR
6636,SOAE,"Somra Bazar","State Highway 6, West Bengal","West Bengal",ER
6637,SOD,"Sojat Road","Pali, Rajasthan",Rajasthan,NWR
6638,SOE,"Sheopur Kalan","Sheopur, Madhya Pradesh","Madhya Pradesh",NCR
6639,SOF,Saota,"Saota, West Bengal","West Bengal",ER
6640,SOG,"Suratgarh Junction","National Highway 15, Rajasthan",Rajasthan,NWR
6641,SOGR,Sogra,"State Highway 10, Orissa",Orissa,SER
6642,SOH,"Sirohi Road","Pindwara, Rajasthan",Rajasthan,NWR
6643,SOHL,Sohal,"National Highway 15, Punjab",Punjab,NR
6644,SOI,Sonaripur,"MDR 6C, Uttar Pradesh","Uttar Pradesh",NER
6645,SOJ,"Sarojini Nagar","Sarojini Nagar, Delhi NCT","Delhi NCT",NR
6646,SOJN,"Sihor Gujarat","Shihor, Gujarat",Gujarat,WR
6647,SOL,Solan,"Solan, Himachal Pradesh","Himachal Pradesh",NR
6648,SOLA,"Sovabazar Ahiri","Kolkata, West Bengal","West Bengal",ER
6649,SOM,Somna,"National Highway 91, Uttar Pradesh","Uttar Pradesh",NCR
6650,SONH,"Seonan Halt",,,?
6651,SONI,Soni,"SH 19, Madhya Pradesh","Madhya Pradesh",NCR
6652,SONR,"Saoner Junction","Saoner, Maharashtra",Maharashtra,SECR
6653,SONW,"Sonwarsa Halt",,,?
6654,SOP,Shiupur,"Varanasi, Uttar Pradesh","Uttar Pradesh",NR
6655,SOPR,"Sonma Pranpur","Sonma Pranpur, Bihar",Bihar,ECR
6656,SOQ,"Sompur Road","Sompur, Karnataka",Karnataka,SWR
6657,SOR,Sonagir,"Datia, Madhya Pradesh","Madhya Pradesh",NCR
6658,SORI,Sorai,"Vidisha, Madhya Pradesh","Madhya Pradesh",WCR
6659,SORO,Soro,"Soro, Orissa",Orissa,SER
6660,SOS,Somesar,"Somesar, Rajasthan",Rajasthan,NWR
6661,SOT,Shohratgarh,"Railway Station, Uttar Pradesh","Uttar Pradesh",NER
6662,SOU,Supaul,"Supaul, Bihar",Bihar,ECR
6663,SOW,Suhsarai,"National Highway 31, Bihar",Bihar,ECR
6664,SOY,Sukrimangela,"Shikara - Dhooma Rd, Madhya Pradesh","Madhya Pradesh",SECR
6665,SP,Saidapet,"Chennai, Tamil Nadu","Tamil Nadu",SR
6666,SPAM,"Senji Panambakkam","Kadambathur Rd, Tamil Nadu","Tamil Nadu",SR
6667,SPB,"Sonekpur Halt","Bilari, Uttar Pradesh","Uttar Pradesh",NR
6668,SPC,"Sitapur City","Sitapur, Uttar Pradesh","Uttar Pradesh",NR
6669,SPD,Supedi,"Supedi, Gujarat",Gujarat,WR
6670,SPDM,Dumra,"Singhpurdumra, Madhya Pradesh","Madhya Pradesh",NCR
6671,SPDR,Sheoprasadnager,"National Highway 78, Chhattisgarh",Chhattisgarh,SECR
6672,SPE,Sullurupeta,"Sullurupeta, Andhra Pradesh","Andhra Pradesh",SR
6673,SPF,Stuartpuram,"National Highway 214A, Andhra Pradesh","Andhra Pradesh",SCR
6674,SPGL,"Sarai Gopal","Allahabad Bypass, Uttar Pradesh","Uttar Pradesh",NR
6675,SPGR,"Sampige Road","Tumkur, Karnataka",Karnataka,SWR
6676,SPHL,Shampurhalli,"State Highway 51, Karnataka",Karnataka,SCR
6677,SPJ,"Samastipur Junction","Samastipur, Bihar",Bihar,ECR
6678,SPK,Sapekhati,"Moran to Naharkatiya Rd, Assam",Assam,NFR
6679,SPL,"Sundaraperumal Kovil","Thanjavur, Tamil Nadu","Tamil Nadu",SR
6680,SPLE,Sujnipara,"National Highway 34, West Bengal","West Bengal",ER
6681,SPN,Shahjehanpur,"Shahjahanpur, Uttar Pradesh","Uttar Pradesh",NR
6682,SPO,Surpura,"Bikaner, Rajasthan",Rajasthan,NWR
6683,SPP,"Shahpur Patoree","Samastipur, Bihar",Bihar,ECR
6684,SPPR,Shudnipur,"State Highway 5, Uttar Pradesh","Uttar Pradesh",NR
6685,SPQ,Sorupeta,"Barpeta, Assam",Assam,NFR
6686,SPR,"Sonarpur Junction","Kolkata, West Bengal","West Bengal",ER
6687,SPRA,Sillipur,"State Highway 2, Rajasthan",Rajasthan,NCR
6688,SPRD,"Singapuram Road","Jaykaypur, Orissa",Orissa,ECoR
6689,SPRM,"Sitapuram Halt","Paralakhemundi, Orissa",Orissa,ECoR
6690,SPS,"Shripat Shrikhand","Shripat Shrikhand, West Bengal","West Bengal",ER
6691,SPSR,"Sarpeswar Ph","Sarpeswar, Orissa",Orissa,ECoR
6692,SPT,Sompeta,"Kanchili, Andhra Pradesh","Andhra Pradesh",ECoR
